0	613.7456	804.3847	847.8262	740.1888	1289.28136	1231.59913	975.1309923	1032.465803	941.1438009	1067.779338	1117.323913	1072.251211	1139.935278	1104.130775	1113.00329	1226.733053	1249.43884	1371.141551	1493.339617	1442.290026	1395.070349	1726.741513	2159.033946	2129.481687	2030.61172	2034.976224	1987.693527	1970.062106	2224.946466	2231.746313	2234.424766	2167.926829	2137.829207	2256.032503	2250.82718	2341.732667	2645.151537	2703.106836	2787.805472	3012.567858	3179.275089	2838.666468	2840.936493	2447.879747	2698.850146	2645.779573	3306.77984	3316.051879	3249.038071	3274.415239	3266.734293	3348.480452	3400.385453	3452.453331	3457.541072	1401.984502	1634.099361	4175.250852	4243.408734	3571.694785	3318.455962	3695.238041	2929.706144	3199.186029	3646.638371	3605.888639	3517.585579	3296.746021	3211.967295	3189.668041	3247.769634	3333.362453	3442.68966	3452.097197	3380.401375	3191.625967	3495.99065	3669.212372	NA
613.7456	0	190.837524	244.56525	167.8635573	685.558658	636.7052215	364.5763493	422.9714185	329.7350725	475.3494026	523.3289995	473.107176	532.1441118	490.487314	528.0696815	641.0741045	668.7765338	774.6282307	885.8530121	828.6797162	782.6512581	1113.271954	1545.326431	1516.26072	1421.964609	1430.05044	1382.556967	1363.827448	1611.266613	1618.098928	1621.29935	1554.395539	1524.478522	1643.123401	1637.349686	1727.991903	2031.478828	2090.679279	2180.215341	2406.272953	2577.44134	2226.872213	2227.558511	1835.669977	2088.293838	2033.800201	2698.419182	2708.841529	2643.429952	2673.515703	2662.406002	2741.616571	2792.807135	2844.221307	2848.575725	799.5783567	1029.371493	3564.542597	3631.68188	2967.302114	2710.460271	3089.071995	2315.963906	2586.180353	3034.755956	2994.5126	2906.613382	2686.212792	2601.616931	2579.039482	2636.381129	2720.005899	2830.859642	2839.953818	2766.66372	2579.5548	2882.33287	3058.804261	NA
804.3847	190.837524	0	83.13619881	150.3186797	506.4856512	466.8855317	176.3585098	235.1446798	147.6421687	314.8893015	358.4176772	304.5903943	350.9224911	300.6373593	372.5106907	479.5253195	510.5370782	600.6665046	701.8449822	638.6332935	591.9736552	923.3575328	1354.954268	1325.424325	1232.273454	1241.702302	1194.175383	1175.044901	1420.561815	1427.841292	1431.652842	1364.314651	1334.618361	1453.672476	1447.326781	1537.501069	1840.767614	1899.894073	1990.600222	2216.986951	2389.477449	2036.184206	2036.738984	1646.73935	1900.418698	1844.986875	2508.499886	2519.233126	2454.292132	2485.811912	2473.644485	2552.099547	2603.085346	2654.318636	2658.484139	620.4228302	841.6898622	3374.015744	3440.971168	2782.508224	2523.871776	2903.330488	2125.451976	2396.517612	2845.844778	2805.923687	2718.282825	2498.186111	2413.718463	2390.978866	2447.839023	2529.185196	2640.147039	2649.193484	2576.048603	2388.80985	2692.008162	2870.781221	NA
847.8262	244.56525	83.13619881	0	233.4427659	502.2692561	475.3494026	131.4498721	185.8981919	163.0435	339.271546	376.1502239	321.5720471	348.2610687	277.6530756	398.0399101	495.8774463	528.9499031	601.3299804	686.5273721	607.7062352	549.8338362	891.2754696	1319.267767	1284.478589	1182.85222	1188.541265	1141.129797	1122.989847	1382.148321	1392.686426	1399.256187	1330.179181	1301.542673	1421.964609	1413.31538	1500.753201	1801.796662	1856.298759	1940.423156	2165.733882	2335.068115	1991.301202	1995.868221	1616.434671	1872.659469	1814.770103	2459.215437	2468.871091	2402.569206	2430.87962	2420.962652	2501.442793	2553.075879	2604.935647	2609.842148	613.9621596	787.5186708	3327.445818	3395.867732	2760.254707	2498.412222	2879.287737	2087.975573	2363.006045	2814.567196	2775.585138	2688.685693	2469.503591	2385.41333	2362.288765	2417.844951	2488.016565	2595.261268	2604.871865	2537.527343	2344.384679	2655.37001	2841.883751	NA
740.1888	167.8635573	150.3186797	233.4427659	0	550.0151101	491.5700687	303.2784411	359.0660622	221.7631357	327.7133792	377.2088101	332.5447952	404.7454318	388.9194141	375.00005	489.1305	514.1689935	631.0962983	755.2980239	718.5484463	689.666296	999.1321112	1432.209779	1411.480302	1332.500373	1347.749564	1300.316634	1279.761657	1501.881995	1503.739337	1502.943614	1438.945487	1407.708552	1523.671822	1521.205466	1615.406496	1921.044082	1987.693527	2089.057475	2316.724214	2494.152579	2125.733366	2119.5655	1713.276118	1961.474971	1910.463559	2604.42535	2616.949758	2554.390084	2591.212136	2575.313243	2650.259429	2700.081093	2750.184295	2753.094626	662.0851047	952.3750313	3464.242762	3528.620711	2831.516901	2579.039482	2955.239336	2202.294648	2465.894818	2910.452066	2868.97497	2780.214396	2559.003961	2474.087741	2452.07071	2511.041937	2611.356838	2728.434448	2736.509203	2653.617488	2476.772445	2766.135208	2931.214254	NA
1289.28136	685.558658	506.4856512	502.2692561	550.0151101	0	81.52175	381.675048	350.0692405	359.0660622	227.0933174	178.7911559	217.5271605	155.7470847	233.4427659	199.0199551	124.1702302	140.7283598	102.14646	206.2355271	219.5040296	264.0348408	465.8167347	893.2120558	884.1258355	835.8663197	866.5880894	821.4706919	797.5810721	966.8149608	962.8198406	958.2534086	897.3319396	864.9761167	978.0231993	978.3968601	1075.654701	1381.98002	1457.074432	1575.121728	1803.474115	1989.94909	1596.702901	1582.278157	1165.276354	1411.715701	1361.779291	2082.701229	2098.215284	2040.341368	2087.975573	2064.223434	2132.148345	2179.72757	2227.752426	2228.662112	114.13045	518.1603489	2931.92835	2993.19181	2283.191224	2029.236676	2406.107235	1659.283054	1918.101278	2360.980225	2319.247224	2230.361185	2009.077024	1924.137817	1902.183872	1961.424147	2071.951897	2195.343039	2202.234294	2110.2799	1944.067275	2220.401666	2381.230642	NA
1231.59913	636.7052215	466.8855317	475.3494026	491.5700687	81.52175	0	366.3946965	346.6352358	320.329652	163.8566896	114.4212287	163.8566896	133.7056113	230.578329	124.1702302	48.91305	77.33832265	139.5427586	277.17395	300.7478675	338.1924665	543.0229795	966.8149608	961.0581094	916.5669847	947.8985082	902.869483	878.9239414	1041.597884	1035.454598	1028.887166	969.8005005	936.9683106	1047.958846	1050.081152	1148.560164	1454.700751	1532.305332	1653.264306	1881.528348	2068.934645	1672.169875	1655.433576	1232.785693	1475.881434	1428.190332	2159.280182	2175.286881	2118.138389	2167.006982	2142.394072	2209.299588	2256.489054	2304.125412	2304.658946	175.6032236	597.9496717	3005.84301	3066.193304	2340.398435	2089.645922	2464.66825	1729.952233	1985.18434	2425.460446	2383.071929	2293.761879	2072.192446	1987.141778	1965.553466	2025.696564	2143.96003	2269.352335	2275.902719	2180.474425	2018.334314	2289.077901	2443.817572	NA
975.1309923	364.5763493	176.3585098	131.4498721	303.2784411	381.675048	366.3946965	0	58.78616994	114.13045	257.7944088	282.5172679	231.7283527	233.5850656	150.3186797	313.196336	394.6865234	429.0554061	482.908865	558.1710343	476.2572918	420.2127941	759.9034086	1188.457389	1155.022525	1057.428546	1065.785816	1018.271599	999.3648889	1251.962827	1261.797639	1267.997381	1199.11816	1170.341189	1290.64662	1282.251871	1370.196078	1671.851897	1727.991903	1815.648785	2041.708933	2213.446874	1863.587918	1866.545459	1485.039007	1741.209927	1683.379724	2333.929404	2344.271285	2278.893825	2309.699795	2297.988094	2377.040593	2428.253652	2479.722261	2484.180547	490.487314	665.4891637	3200.681364	3268.381729	2629.098556	2367.010368	2747.960224	1957.676551	2231.96964	2683.291838	2644.234336	2557.289351	2338.068804	2253.969507	2230.85278	2286.463471	2358.854058	2467.61907	2476.97368	2407.543075	2216.507272	2524.924826	2710.460271	NA
1032.465803	422.9714185	235.1446798	185.8981919	359.0660622	350.0692405	346.6352358	58.78616994	0	154.6766453	263.4048355	278.2508224	233.4427659	213.3628381	117.5723399	313.6204341	380.6288832	415.2010851	452.2069597	514.8148536	424.6179906	363.9377814	706.798744	1133.621418	1098.639804	999.2651337	1007.181344	959.6740964	940.8613024	1196.260504	1207.100125	1214.236295	1144.792958	1116.401599	1237.117738	1227.924319	1314.953661	1615.900102	1670.897598	1757.394147	1983.325498	2154.781934	1806.217351	1810.076598	1431.908131	1688.897725	1630.190416	2275.800514	2285.998371	2220.461526	2251.004329	2239.46049	2318.731377	2370.026697	2421.580222	2426.145353	454.1866348	606.7759744	3142.978009	3210.942941	2578.614267	2315.346868	2696.743926	1902.096525	2177.531247	2629.50297	2590.763267	2504.084899	2285.22784	2201.283497	2178.034767	2233.175221	2302.278718	2410.232967	2419.699575	2351.630497	2159.218626	2469.517047	2657.47151	NA
941.1438009	329.7350725	147.6421687	163.0435	221.7631357	359.0660622	320.329652	114.13045	154.6766453	0	176.3585098	215.2235958	160.5792247	203.804375	167.8635573	235.1446798	336.122786	368.384512	453.0878832	556.5016448	502.8643229	468.3777501	786.3785933	1219.370279	1194.620514	1111.47963	1126.062975	1078.616243	1058.151059	1287.140403	1291.676049	1293.424199	1227.491265	1197.065777	1314.928391	1310.244997	1402.411062	1707.097368	1770.54281	1868.680525	2096.123786	2272.761476	1907.992133	1904.540707	1506.807768	1758.755003	1704.798928	2384.800328	2396.864225	2333.75855	2369.74627	2354.384271	2430.072984	2480.191227	2530.603726	2533.871198	473.107176	730.7914506	3246.572349	3311.930833	2637.930967	2380.728225	2759.448018	1990.199551	2258.078898	2705.736234	2665.262574	2577.222163	2356.697775	2272.059582	2249.542432	2307.123137	2396.80877	2511.346281	2519.800237	2441.314413	2259.741149	2555.69061	2729.274654	NA
